V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,y
-0.9653098062856358,-0.6659159366715997,-0.361779047585449,-0.040745958418858086,0.20263625108382355,0.18013237000035387,-0.5910716985415432,0.9961169891725385,-0.2585395245351032,0.19372630754425257,1
0.9979362113932264,-0.14137859989858437,-0.7153098939114386,-0.07590769802848718,0.6314113997867385,0.6066385366662739,-0.39073586464353793,-0.43323213139773387,-0.0360664236492827,-0.47697281879575404,0
0.3028517272992841,-0.43339336888406055,0.6193436662806546,0.9339647763521717,0.7511647433957991,0.11687865192668312,0.5384657265454247,-0.2339453610836586,-0.1601947425196084,-0.5285974703940228,0
0.43173282105709876,-0.2493724777167221,-0.6600207938967315,-0.060933233881125926,-0.10665868322858074,-0.5789011426876634,0.4629514326083537,0.11854464267671116,-0.8386764819372257,0.46316853530981317,1
0.4236595299076398,0.43615721433463484,-0.9968494114270374,-0.11268948321661187,0.6980859478805697,0.38811672127515107,-0.1788792233061467,0.427809738330569,0.5054189399272242,-0.5214364938705593,0
0.7439015798018009,0.6502137817554774,-0.6240229676353863,0.4993542493237699,-0.2296730653138115,0.9378116919195114,-0.3663874512486973,-0.7143284208806941,0.9364903223920775,-0.11373714294365156,0
-0.4465616894307949,0.8979256860818696,-0.9095362954667838,0.487913729703338,-0.051260170573230956,-0.7269568301847578,-0.6268185539725564,-0.5346348646337227,-0.9793651149369624,0.2165005260622881,0
-0.4947464447365706,-0.074627795405656,-0.36746969856399847,-0.7531513399488996,-0.538337254017063,-0.844835829883237,-0.6131946051274164,0.4031992420350523,0.15573570925643998,0.8206047293825276,0
-0.7549021324012173,-0.33135063414424626,-0.7011888050464032,-0.6962379495364237,0.12952208904993112,0.6096398796251659,-0.3207685811969698,-0.8680504380232192,-0.7489311752415995,-0.4785805722994705,1
0.8046175300936333,0.8292371862189043,-0.7701157772893339,0.31508524026723217,0.030955582911552204,0.46342199010451157,-0.452291901054535,-0.9646703212631156,0.27406753429489417,-0.3123988017624495,0
-0.30725510649239696,-0.5073388471425615,-0.3028116744101934,-0.6597107475677446,-0.0620184893796063,-0.28677765245365827,0.26149384523731767,0.3632124307902005,-0.757706612150308,0.03716434474548902,1
0.9416221284435344,0.11152788291917037,0.7786495895675947,0.5780374250197127,0.5774326805988153,-0.8037834326173989,-0.33793805215238404,-0.6810822775015604,0.3641030749139105,-0.4590230004573863,0
0.5587529003998133,0.7108812961631745,0.25939312390746516,0.5878032154625958,-0.4099270979122893,0.5946986375961041,-0.6436161303051093,0.403275171269297,0.22186892373755818,-0.5532760371253627,0
-0.7573070766304602,-0.06432693976930337,0.20787216429080235,-0.8006322611460628,-0.4620060957225176,0.5593427892693184,0.3055823674407021,-0.2159511297305674,0.704959275932145,-0.7048723207533911,0
-0.19990564690684054,0.8118882500986584,0.6358506579963714,0.28365398376326345,-0.35674308000788635,0.9463387439231543,-0.929394638030306,0.4172667790330029,-0.3360341082565399,-0.23328062061370258,1
-0.3099375180310786,0.03949222618161419,0.9031078976175091,-0.9643629813623191,0.5078254763129009,-0.3482031706604989,-0.8283389565188559,-0.7462315599793703,-0.8570021999261972,-0.3389674927253359,1
0.9689602012681753,-0.7000747470113087,-0.9627006984320794,0.5745467772638149,-0.6577988809401665,-0.6183067410427936,0.8571088018804505,-0.3165360937179187,0.9545296575913953,-0.22984336642058478,0
0.16733687932887809,-0.07762408026188616,0.43235292638220546,-0.6802102055656725,0.9278983818778699,-0.31450614132576193,0.3176677210311132,-0.5560756977840033,0.5199920813646317,-0.9344089484271998,0
0.8766348856612187,-0.11744042140105937,0.17900918907492236,0.9776557694684975,0.7433166531953399,-0.8154521543697162,-0.058528983641803034,-0.6945573294419636,0.7055845179264213,0.7420894607385653,0
-0.545972165018088,0.584768252774384,0.1830350626347108,-0.9082982504769006,-0.8017798963383145,0.10277916679532262,0.2604490727410538,-0.9504750482455062,0.546086782264771,-0.4516978165641452,0
-0.1894983493224789,0.7894021478331099,-0.3127887055836778,0.6619958224102485,-0.8840037671252516,0.23278004745171121,-0.4627480353925262,0.7619547179038553,-0.8833514887361316,-0.4571305521884437,1
0.7589508274928125,0.48243556570265556,0.04279275914480629,0.9713569897195693,-0.4199637521502304,-0.6062973723292122,-0.027627637362090285,0.8689638178459664,-0.30923159622609075,0.7146200203213804,0
0.5624322390061585,-0.5971251800112742,-0.0715485913121181,0.5450647634970014,0.3841625052553592,0.15708052825788577,-0.46290786146999685,-0.08623519832620552,-0.5294218292607384,0.5066298821508839,1
-0.6240018685781688,0.7275682817878146,0.08100551235022202,-0.7752922180032153,0.4107856323871728,-0.5623789107396651,-0.16226248921833908,-0.5770617899211192,0.17800501454306028,-0.28559477859267735,0
-0.6008183161421379,0.6416519505153897,0.1722130569702358,-0.5801057446936178,-0.4063189003276315,-0.49115982430970906,0.166330202228262,0.9210662356519408,0.8144945182632803,0.11641913965059891,0
0.6400602052920661,-0.3462681340600422,0.3407008575239687,-0.007500194900650126,0.09611885761184302,-0.390032887223295,-0.23343994339040197,0.1549501406084559,0.2091983434530027,0.8303617201878799,1
