V1,V2,y
-0.7229887199081813,0.9044434813163533,1
-0.27762249791174964,0.4140958560389092,0
0.42922953781370765,0.6218377292364641,1
0.41864850275624677,0.03602222907298702,0
-0.8722761925464511,-0.32045849623447653,0
0.6052660151399445,0.05268024726330611,1
-0.42907490179456387,0.1642821291848653,0
-0.6285070577653813,0.917869723549066,1
-0.3578315520207618,-0.4370734163626857,0
-0.5139170642542468,0.10608892451106211,0
-0.5187626243844794,0.18066209701065072,0
-0.535386444162758,0.381906672310135,0
0.8623178881440341,-0.23232214511782012,0
-0.7055780573467689,-0.4104851672611638,0
0.3894333946735584,-0.6872913150391675,0
0.18088299915142514,-0.6326081946507751,0
-0.9284822717147179,-0.5748604054453541,0
0.810683939538984,0.4112999924944276,1
-0.10655558649418362,0.9708709318158137,1
-0.3606980151835204,-0.08574111567037135,0
-0.6215919137955164,-0.7037059876722151,0
-0.9009646395541853,0.027645404867022716,0
0.34493345678900345,-0.4634918354519926,0
-0.8436625110990035,-0.9901509549036414,0
0.9833661991128742,0.5737430059472743,1
0.21614757445245614,-0.09929499837900879,0
-0.962583607900465,-0.6857492292094174,0
0.7427399161787265,0.6001978402262569,1
-0.21705974052620602,0.7673489911220521,1
0.6759902377478364,-0.3469250182952548,0
-0.7048150947776839,-0.907293385157208,0
-0.21522361405110146,-0.445513992405276,0
-0.8932400489280969,-0.9477302510879209,0
0.6224252637532521,-0.9878381876209805,0
-0.7229487884933172,0.1380051348994169,0
0.90918239638321,-0.8867753411411878,0
-0.758076013207345,0.5779331193359927,0
0.025619647528433376,0.28489162608147023,0
-0.6795744073242664,-0.00803286691240701,0
-0.3100264068620595,-0.25266110686149235,0
-0.20012231297410632,-0.8980554489903678,0
-0.09074798112601101,-0.27154626961156114,0
0.0013039533293188743,0.02822242872838432,0
-0.2198629995661694,0.5761769155754444,1
0.8285561451568151,0.016016527425293692,1
0.37507118491282054,0.734898913369993,1
0.5805839222474607,0.8609665590967646,1
-0.6438749432875599,0.8960436497494779,1
0.6140477591746811,-0.49789903854740714,0
0.9385160076206007,-0.4327541210961874,0
0.6225132258630253,0.8417043152702655,1
0.7465456667054708,-0.7823692091116012,0
0.5476509478101901,-0.27031694512005244,0
0.786442364485398,-0.8489640651505586,0
-0.5552342462824085,-0.3207584705776756,0
0.9752028958894361,-0.760585608884714,0
-0.36020003915539256,0.6744234980099109,0
-0.9660959027558804,0.5943393604589411,0
-0.17542714290948735,0.186318003532703,0
-0.09472848152089663,-0.613157327817855,0
0.1282062745206256,-0.683691705592534,0
-0.5248963506120217,-0.5532178966797896,0
-0.27307614845155026,-0.9816396830877863,0
