V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,y
0.9465936305792348,-0.08050130250407816,0.12652703303266288,0.3033483971024078,0.11462315220655017,0.5744095156612441,-0.10372179573713591,0.04640693493415915,-0.4832036316243815,-0.8559972630224697,0
0.07788893193647417,-0.9928491033152251,0.003760809893590178,-0.5658570468558579,0.3423524013231236,-0.3255002521074979,0.6701277903813119,-0.9101760534181371,-0.7254302409205455,0.9214585198105749,1
-0.713918658295841,-0.039258186853865285,0.02014130666406322,0.9840169111218819,-0.20464704516783772,-0.18775510081464852,-0.27791576095476,0.41874373338015536,-0.6009308266290749,-0.7048722766292446,0
-0.1653153092566133,-0.9186545934750094,0.7034783376440967,0.7513951893502437,0.29481308802792805,0.5865632547892758,0.830532444686459,-0.7291309892862701,-0.17149652795492432,0.2118904454484669,1
0.8829332216830839,-0.324811606115166,-0.595470034507575,0.21224270395811962,0.5696399530767389,-0.2616817240691949,0.6809857177469822,-0.6493025554916387,-0.2524101358810822,0.9509686593922497,0
0.06851428945135418,-0.685035811352658,0.1401787016941476,-0.7803935468146415,-0.26289808918914015,0.5730691002935833,-0.49942037109268855,0.9019143064611563,0.5838124573285197,-0.1750276453701689,0
0.3349958143486256,-0.4185796972839424,-0.6417847953012408,-0.21368993304032435,0.3052544715605121,0.5056190760511612,-0.3793247237340458,-0.7519149402271912,0.9153176446700066,0.56635116145649,0
0.7979254488256546,-0.28272752611712404,0.29243236494920266,-0.3250748110892936,-0.07645887761667303,0.6224049598979811,-0.11890663011413238,0.8804999626420795,0.0071258821546484885,0.7771713866193166,0
0.6262529407674953,0.04868271292393933,-0.6847682624138913,-0.25183793037867264,-0.810860551460076,-0.6350077069007585,-0.5941973892756056,0.8341995635108861,0.0031396310373010827,0.8479628747584631,0
-0.32187370261396,0.04829808039178651,0.8609177324032486,-0.8222996293503861,0.7769150612601297,-0.8049113385407836,-0.9268374251355593,0.08186785040614475,0.6651299595025726,-0.297935550456641,0
-0.13156057896755624,-0.9375779368662747,-0.4656206747716787,0.5550480208242148,-0.17713283690662185,-0.5629395347697796,0.6603841878138155,0.6550846460704118,0.7331033106749836,0.12322908844891534,0
0.13509098892796723,-0.32387196419917474,-0.5762564260183727,-0.11494821009301015,-0.5816945331671695,-0.12445972320723175,0.03678162817132735,0.8352523602409112,0.05183539679825744,-0.5396603497439403,0
0.6081433125954745,0.375771188088059,0.5977555200668216,0.8553727494171468,0.46145957605003374,0.4653880458529691,-0.6670142485315433,-0.23030153691289756,0.9261440542019932,-0.16874146213794328,0
0.8745543414909396,-0.9753951736117741,-0.4073100277146484,0.6567342364496098,-0.8288386861560855,-0.4835439304726741,-0.21698578154817239,0.20844054590514438,-0.5068585557110046,0.8973492623929926,0
-0.6598012806682785,0.9604130678113221,-0.7457854248002735,0.9626820366489934,0.5946590049993841,-0.6733760174544772,0.2511555211271339,0.8011834907457811,-0.13662403121664002,-0.8835749608760657,0
0.8204114722456828,-0.19624910868720535,-0.1505546466771741,0.8743891536280015,0.38838069039450995,-0.7051159442591022,-0.6785554809170329,-0.2209929816070444,-0.39391536586589804,0.7218585266486617,0
0.3201893068697317,0.2807085200912889,0.4634394193870075,0.514025794467567,0.20709876832248764,0.9203931452625631,-0.6775587403923655,0.7943955244391985,-0.789686697072788,-0.10004410748860693,0
0.3814984754176194,-0.16365682277312366,-0.922435323914754,-0.8270218455254588,-0.635833278728138,0.17959055957995362,-0.9193820019246144,0.8821232940417723,0.7416050078185186,-0.16765812869846597,0
0.28052339016008054,0.48424755788934415,0.027590139466416863,0.9740836218528204,-0.07270882679965163,0.8446036151318195,0.26301927212492493,-0.005098107453565648,0.17557879339206894,0.06253317487283505,0
-0.4675997690062461,-0.9956663160499784,0.8060344445429328,0.8866660477952071,-0.666007021704266,-0.9713448482653197,-0.5277723347360921,0.14820407223477328,-0.4584886693813681,-0.2879256487879738,0
0.38080773031392123,0.6097464166882736,0.07411479779650643,-0.40719043402339294,-0.5259087137803975,0.6910206783270996,-0.09066922984582781,0.07394858854058306,-0.20541462281578893,-0.3613955530654469,0
-0.13020078664315848,-0.1904301909851187,-0.5851743206007274,-0.791858250375419,0.649954234031521,-0.16192521345510213,0.1906888401155662,0.9216836418671261,-0.6889734870002302,0.4134023382008625,1
-0.15334209018234723,-0.3022620521797248,-0.12792353248056298,-0.5078191950688928,0.9438428718306537,0.6754009591819106,-0.19115818452515443,-0.5501987635745411,0.8695883666965012,-0.9173449868786001,0
0.043064665246120626,-0.5536327437478397,-0.6624474273563661,0.6435256659756134,0.8369909917462162,0.658153310933103,-0.3955416577542321,0.9432520240055875,0.23398507776236555,0.2053789286730041,0
-0.19653967543035478,-0.45844790791439527,0.8634186887607496,0.9498196611718919,0.4867266121858618,0.5137246646456741,-0.8838147915894559,0.28302428380669786,0.5363193485441291,-0.48657209475939767,0
0.6098396845680851,-0.8340360067025114,0.33079895713217566,-0.8867466826184962,-0.4816711195942984,0.48165044109977706,0.7128382291115813,-0.5340018296838924,-0.739919183672292,0.32233240450877454,0
