V1,V2,V3,V4,V5,y
-0.4401814253115679,0.009313435934254377,-0.09471128630172276,-0.9560306598371113,0.23829419192730472,0
-0.9075155799661705,0.3711485797901557,0.4141549902768513,0.5513815922494327,-0.1950019205540141,0
-0.9999574881000792,0.8123543992708655,0.2604191349534508,0.6912776942349437,-0.3203445982948441,0
0.8953374289477336,0.9874806192049459,0.047760431395062586,0.637516760162536,0.24464735791624537,1
-0.7110451349495923,-0.46190612353135685,-0.5945809742345909,0.2124947645710693,-0.9367267348199833,0
0.2919125767478177,0.17311743035080007,0.025157923254998993,-0.9628872882736961,-0.20290659441687864,0
-0.47075740878397276,0.5611807710046335,-0.4300768821315555,-0.6561352915858554,-0.12347137270787667,0
0.12247608352357786,0.7819665618124327,-0.015692955907049555,0.6199438927384202,-0.6973034824005169,0
0.18029871454067492,-0.5881854732516363,0.14520107358253598,0.555426552192005,-0.3842659199075127,0
-0.9602603681509383,0.9272292840311163,-0.16826333447513186,-0.03230780838182423,-0.09696129263604858,0
-0.659227776405594,0.8281111866268867,-0.8330035957584714,-0.4291620934203735,-0.5824313760107518,0
0.8515231342995964,-0.4596132204917929,0.0425114963411084,0.9450275635363303,-0.20080231486948819,0
-0.16946024914837476,-0.08825622950133294,0.619205232576761,0.7400148882762052,0.965204044637501,1
-0.5475536489276784,0.2995780155238317,-0.8633091337827341,-0.6600887019668469,-0.008816486428703696,0
0.661093107792563,0.15585810920977883,0.01936694448266474,0.8467411902574349,0.09049835400655026,1
-0.19340936705203804,0.0016239745448174414,0.5801375664660984,0.5161264747834691,0.4529416263950219,0
0.8928199837789339,0.2531026271588581,-0.2589502282009588,0.673122104853036,0.7619465822679654,1
0.6018010711114685,-0.8690703581485246,-0.8799454595716321,0.8048846883753356,0.7545883335755186,1
0.6504454450254622,0.8113573413526249,0.341431058665971,-0.4621955602642791,0.92242265824799,0
-0.19880012543560355,0.5012964493323948,-0.995886714922716,-0.5422377476956322,0.7680079906090513,0
-0.760592734715066,0.6209179884214258,-0.5598761669067434,0.6270400785490937,-0.8673077716765656,0
-0.47300987228596214,0.6928997274691511,-0.44867736105423894,0.8818441475028889,-0.057001800778359035,1
-0.5556246591451135,0.6841544137499007,0.5942576746037731,0.46257246919798733,-0.4085673342239302,0
-0.1494426432985878,-0.574972717428313,-0.881356291027503,-0.2317227813249454,-0.05579166245092182,0
0.8248716727927912,-0.8133289459388522,0.7360076530805251,-0.30995835464206056,0.4439503561629974,0
-0.5120887932272249,-0.22799035624571906,-0.18032489694241183,0.44678384549694483,-0.7897965457360805,0
0.860851141827067,-0.8289738906836261,0.8726120444627605,-0.6296355212071587,0.8043309285908289,0
0.4106620877113891,0.3231310657882256,0.9191253280432687,-0.46389836773950877,0.61615987557683,0
-0.95734638836435,-0.23107886140947675,-0.42618616121611486,-0.09802031909219355,-0.9025782874747452,0
-0.5377447405800981,-0.12950217598994085,0.5686337856337516,0.1405464857481893,-0.9138713562922312,0
0.06698706903056295,0.6267419224787947,0.10803714645441853,-0.7751587297367284,-0.29381383138435235,0
0.244740462015405,-0.7312872212031125,-0.53477894133596,-0.34423759971704015,0.11997500683919315,0
0.131326103791213,-0.19302924584972092,0.3334152608580354,0.1916961579316836,0.3879224545987461,0
-0.25885301065547583,0.6897464218297993,0.2862309569074928,-0.38696996825253294,0.11974949246949551,0
-0.9844390317614169,0.16489406690305697,-0.9481916367800987,-0.10296018775602467,-0.33177798606472564,0
0.7238494915109634,0.03146205092323062,-0.9317548124313668,-0.4357600423372645,-0.7598153859445793,0
-0.5882118621835595,0.5174106718168419,0.12556393373364627,0.4870212054869678,-0.1465101419322583,0
-0.4316624203381576,0.5547529883242162,-0.46890766824228103,0.9601929580408382,0.5529456987215582,1
0.022334612960952516,-0.8879343259599894,0.5197259908432248,0.7316593365908008,0.258202354744804,0
0.11290848285532618,0.9852695497823192,-0.5757465811961568,-0.8536330814529263,-0.023318265951174588,0
0.12754988066298667,-0.09993242262125923,-0.43673092330693297,0.37026067634581894,-0.7149041831990643,0
0.22399121087889484,-0.803015019974642,-0.4254593487377407,0.18187147830100225,-0.17041817604741127,1
-0.03830409170515159,-0.07466609045099126,0.9989277718458547,0.26458341393460816,-0.19128162439746288,0
0.7524668964788805,-0.28836061002405766,0.6115289500978194,0.7987420132611667,0.6014721930618001,0
-0.5290415456382827,0.8156850172539774,0.8302699546338452,-0.9710113736991075,0.7387552315060626,0
-0.5709031803417097,0.49088770299063,-0.7998848689959184,0.19908101480768692,0.6801741124456533,1
0.2743032316388889,0.31176344864294014,0.12727207782986372,-0.3028238251012416,-0.7921206027918262,0
-0.5009852589288495,-0.3123117860220743,-0.9415521520755681,0.3285926767782197,0.39721980854121886,1
0.001780201570988016,-0.6872618810765703,0.722923570034437,-0.8894761020318267,-0.28400293245826,0
-0.5368454515882757,-0.3242627086055341,0.492846601160027,-0.742073525039479,-0.28224945215086406,0
-0.319677122538099,0.012694035055805575,-0.7510560158193893,-0.6703326593159364,0.751112073442961,0
