feature_kDN,feature_DS,feature_DCP,feature_TD_P,feature_TD_U,feature_CL,feature_CLD,feature_MV,feature_CB,feature_N1,feature_N2,feature_LSC,feature_LSR,feature_Harmfulness,feature_Usefulness,feature_F1,feature_F2,feature_F3,feature_F4
0.2,0.8253968253968254,0.15454545454545454,1.0,0.8666666666666667,0.2525202645181075,0.2525202645181075,0.0,0.6666666666666666,0.0,0.42420719171714194,0.9959919839679359,0.98822220698252,0.0,0.998,1.0,0.8632370084559775,0.8641442849691843,0.8650515614823912
0.2,0.47619047619047616,0.051724137931034475,0.8,0.4,0.39140561898579884,0.39140561898579873,0.0,0.6666666666666666,0.0,0.3635811518479093,0.9939879759519038,0.9935917904416609,0.0,0.982,1.0,0.9893644226982973,0.9944275033967229,0.9994905840951486
0.6,0.9682539682539683,0.8454545454545455,1.0,0.8666666666666667,0.7525851335358722,0.7525851335358722,0.0,0.6666666666666666,0.0,0.4934823185154984,0.9979959919839679,0.989368361521054,0.002,1.0,1.0,0.841554487478699,0.8492951761423901,0.8570358648060812
0.0,0.5873015873015873,0.05022831050228316,0.8,0.7333333333333333,0.10388428001704453,0.10388428001704458,0.0,0.6666666666666666,0.0,0.10335173645896367,0.9098196392785571,0.9398557083145783,0.0,0.954,1.0,0.7750519994118675,0.8155393015947701,0.8560266037776725
0.0,0.7142857142857143,0.08333333333333337,1.0,0.4666666666666667,0.44234029188678536,0.44234029188678536,0.0,0.6666666666666666,0.0,0.3399938690894231,0.9879759519038076,0.9777778554943971,0.0,0.994,1.0,0.8934597514468621,0.917803478687415,0.9421472059279679
0.0,0.47619047619047616,0.051724137931034475,0.8,0.4,0.4462083300959867,0.44620833009598665,0.0,0.6666666666666666,0.0,0.2101692763501133,0.9799599198396793,0.9782996764756091,0.0,0.98,1.0,0.9884819196425113,0.9901671887740184,0.9918524579055255
0.6,1.0,0.54,0.8,0.7333333333333333,0.8670010564851709,0.8670010564851709,0.0,0.6666666666666666,0.5,0.4770481873516138,0.9979959919839679,0.98032119746669,0.0,1.0,1.0,0.8756216095294566,0.9012308404829438,0.926840071436431
0.2,0.9523809523809523,0.8454545454545455,1.0,0.6,0.7247543558241001,0.7247543558241001,0.0,0.6666666666666666,0.0,0.3988082456260936,0.9979959919839679,0.9859402467494733,0.0,1.0,1.0,0.8783134700674828,0.895287104980233,0.9122607398929832
0.2,0.3015873015873016,0.05022831050228316,0.8,0.6666666666666666,0.1551938920505348,0.1551938920505348,0.0,0.6666666666666666,1.0,0.5644783034031025,1.0,0.9888870171868378,0.0,0.978,1.0,0.7840424955070374,0.7854037228107604,0.7867649501144834
0.0,0.0,0.03937007874015752,0.8,0.4666666666666667,0.038463409246500935,0.03846340924650088,0.0,0.6666666666666666,0.0,0.0483014981667238,0.9438877755511021,0.8855426738792483,0.0,0.952,1.0,0.7396474322992475,0.7816613806036357,0.8236753289080238
0.0,0.7777777777777778,0.15454545454545454,1.0,0.6,0.37445117759584423,0.37445117759584423,0.0,0.6666666666666666,0.0,0.1659853621607278,0.9859719438877755,0.9611504494478955,0.0,0.986,1.0,0.7671337621048318,0.8220902253600597,0.8770466886152878
