feature_kDN,feature_DS,feature_DCP,feature_TD_P,feature_TD_U,feature_CL,feature_CLD,feature_MV,feature_CB,feature_N1,feature_N2,feature_LSC,feature_LSR,feature_Harmfulness,feature_Usefulness,feature_F1,feature_F2,feature_F3,feature_F4
0.0,0.8648648648648649,0.11111111111111116,0.625,0.42857142857142855,0.1614310510262943,0.1614310510262943,0.0,0.662,0.0,0.3948761926416411,0.958498023715415,0.7586181943482361,0.0,0.9467455621301775,1.0,0.7275820093304433,0.8563725805971052,0.9819395276948143
0.0,0.963963963963964,0.0714285714285714,0.375,0.42857142857142855,0.12215981638328965,0.12215981638328954,0.0,0.662,0.0,0.44026863860549925,0.9901185770750988,0.6747940979545294,0.0,1.0,1.0,0.7564271686583346,0.8614326679130458,0.9795753736468985
0.0,0.0,0.069620253164557,0.375,0.7142857142857143,0.21119303799712164,0.21119303799712158,0.027613412228796874,0.6713333333333334,0.0,0.3912583426819678,0.9878048780487805,0.7526596942884896,0.002028397565922921,0.9837728194726166,1.0,0.7852846943687187,0.9142506547568869,0.9915182174343887
0.2,0.9459459459459459,0.125,0.75,0.5,0.08935855562103934,0.08935855562103934,0.027613412228796874,0.6713333333333334,0.0,0.3978182993899363,0.9939024390243902,0.7611423933213166,0.0,0.9939148073022313,1.0,0.7382608375620421,0.8573733031605786,0.9682471195874502
0.6,0.8288288288288288,0.24561403508771928,1.0,0.7142857142857143,0.33970992692316515,0.33970992692316493,0.0,0.662,0.3333333333333333,0.4827126495978985,0.9980237154150198,0.8852095924069451,0.007889546351084813,0.9940828402366864,1.0,0.8147194686025431,0.921322481505069,0.9790087741395049
0.2,0.9189189189189189,0.0,0.625,0.35714285714285715,0.018361844216145617,0.01836184421614573,0.027613412228796874,0.6713333333333334,0.0,0.4337364798844022,0.9959349593495935,0.7655235558324934,0.0,0.9898580121703854,0.9,0.6650798058820308,0.860649188299759,0.941686231482745
0.4,0.9099099099099099,0.0714285714285714,0.375,0.35714285714285715,0.30029043796803057,0.3002904379680305,0.0,0.662,0.0,0.40798067341777533,0.9940711462450593,0.7565203736218248,0.0039447731755424065,0.9940828402366864,1.0,0.7357899062105271,0.886722385925545,0.9616133343087561
0.2,1.0,0.9302325581395349,0.625,0.42857142857142855,0.6855325427013905,0.6855325427013906,0.027613412228796874,0.6713333333333334,0.0,0.46859842845360233,0.991869918699187,0.7604978879935382,0.0,0.9979716024340771,1.0,0.7537686167880036,0.8854102111334295,0.9840071049995963
0.2,0.7117117117117118,0.05714285714285716,0.625,0.5,0.28191583002798026,0.2819158300279803,0.027613412228796874,0.6713333333333334,0.0,0.40493869446809994,0.991869918699187,0.7968357748574681,0.0,0.9675456389452333,1.0,0.7077822180237531,0.8610634313772987,0.9989542349377977
0.0,0.43243243243243246,0.06976744186046513,0.625,0.7857142857142857,0.044424519764629244,0.04442451976462913,0.0,0.662,0.0,0.3754942365082442,0.9822134387351779,0.8155917359271349,0.0,0.9723865877712031,1.0,0.7748541674538664,0.8590027049825301,0.9635439182498166
0.2,0.06306306306306309,0.0714285714285714,0.375,0.5,0.20585966364070396,0.20585966364070413,0.0,0.662,0.0,0.4576825309966708,0.9920948616600791,0.837989166376341,0.0,0.9664694280078896,1.0,0.8304835510619415,0.9008148508241073,0.979348158350169
0.2,0.43243243243243246,0.06976744186046513,0.625,0.7857142857142857,0.07499088034919532,0.07499088034919532,0.0,0.662,0.0,0.4419623810814064,0.9940711462450593,0.8227642147008218,0.0,0.9861932938856016,1.0,0.7266401231942248,0.8339041343674524,0.9153286111601727
1.0,0.9099099099099099,0.2777777777777778,0.75,0.6428571428571429,0.4540088117796752,0.45400881177967534,0.027613412228796874,0.6713333333333334,1.0,0.6114730533512605,1.0,0.8429757616607565,0.012170385395537525,0.9959432048681541,1.0,0.8564675009143221,0.9191343037227598,0.9916817904626636
0.0,0.9099099099099099,0.069620253164557,0.375,0.7857142857142857,0.09981895900905335,0.0998189590090533,0.027613412228796874,0.6713333333333334,0.0,0.3601757970146271,0.9878048780487805,0.735463583763463,0.0,0.9797160243407708,1.0,0.7226407476957055,0.8610315039355065,0.9851908167720858
0.0,0.7117117117117118,0.05714285714285716,0.625,0.5,0.7192241589478099,0.7192241589478099,0.027613412228796874,0.6713333333333334,0.0,0.40092084480711576,0.967479674796748,0.7242963295936157,0.0,0.9817444219066938,1.0,0.7658329901609402,0.8650008941496194,0.956510659015178
0.0,0.5765765765765766,0.06666666666666665,0.5,0.5714285714285714,0.30951510348362965,0.3095151034836297,0.0,0.662,0.0,0.4199166276445647,0.9841897233201581,0.7481668254581428,0.0,0.9783037475345168,1.0,0.7072522295886012,0.8550301564456708,0.936434547994221
1.0,1.0,0.9347826086956522,0.5,0.5714285714285714,0.7174790919241376,0.7174790919241376,0.0,0.662,1.0,0.5797655510152502,1.0,0.7946725810712509,0.007889546351084813,1.0,1.0,0.7220597295913943,0.8400311964328318,0.9758276008526144
0.2,0.6576576576576576,0.06521739130434778,0.5,0.5,0.5048923138791379,0.5048923138791378,0.027613412228796874,0.6713333333333334,0.3333333333333333,0.45634509964173897,0.9959349593495935,0.7828174147088562,0.002028397565922921,0.9878296146044625,1.0,0.7241092055985471,0.8828335440997372,0.9809246111253652
0.0,0.43243243243243246,0.06976744186046513,0.625,0.7857142857142857,0.052952469775833455,0.0529524697758334,0.0,0.662,0.0,0.4023927491302015,0.9545454545454546,0.703496008654499,0.0,0.9881656804733728,1.0,0.6734618356611275,0.8586508952124079,0.9980941208035007
0.2,0.6936936936936937,0.08510638297872342,0.875,0.7142857142857143,0.48513331386273006,0.48513331386272984,0.0,0.662,0.0,0.4510228237331927,0.9920948616600791,0.7797855617656418,0.009861932938856016,0.9940828402366864,1.0,0.8372514157789291,0.9107518567790166,0.9977689553607516
0.0,0.43243243243243246,0.06976744186046513,0.625,0.7857142857142857,0.08595073532957209,0.08595073532957209,0.0,0.662,0.0,0.41174340764868966,0.9802371541501976,0.7553382621606007,0.0,0.9901380670611439,1.0,0.6680671922161848,0.8647495882250572,0.9806481024432397
0.0,0.06306306306306309,0.0714285714285714,0.375,0.5,0.06126059671165107,0.06126059671165107,0.0,0.662,0.0,0.3306039504178937,0.9328063241106719,0.7554821797935243,0.0,0.9625246548323472,1.0,0.7483883222363036,0.8608305276387723,0.9795668928655732
0.0,0.9819819819819819,0.8125,0.875,0.7857142857142857,0.4168107839349052,0.41681078393490534,0.0,0.662,0.0,0.3203989407265131,0.9881422924901185,0.7864671958355888,0.0039447731755424065,0.9506903353057199,1.0,0.7312963355327009,0.9051565953669017,0.99764324839818
0.4,0.972972972972973,0.7058823529411764,0.375,0.35714285714285715,0.43998135528312865,0.43998135528312876,0.027613412228796874,0.6713333333333334,0.3333333333333333,0.48166680335087486,0.9979674796747967,0.8202665898804525,0.002028397565922921,0.9939148073022313,1.0,0.6937875351249273,0.8325952972647925,0.9562985495106294
0.2,0.990990990990991,0.8,0.75,0.7142857142857143,0.7036315778474816,0.7036315778474815,0.0,0.662,0.0,0.43106761731600285,0.9960474308300395,0.8018567959639543,0.0,0.9881656804733728,1.0,0.7895735539379417,0.9213065424074711,0.9908707922397141
0.0,0.8468468468468469,0.1875,0.875,0.6428571428571429,0.19126843098392232,0.1912684309839225,0.027613412228796874,0.6713333333333334,0.0,0.33513084242304025,0.9613821138211383,0.6978331603761156,0.0,0.9533468559837728,1.0,0.8274355944819526,0.9308152200546094,0.9924691222153035
0.2,0.7117117117117118,0.05714285714285716,0.625,0.5,0.30598401973588296,0.3059840197358831,0.027613412228796874,0.6713333333333334,0.0,0.3395333461934569,0.9939024390243902,0.7902403233070475,0.002028397565922921,0.973630831643002,1.0,0.7105054460740847,0.8925913155432458,0.9731189437566334
