feature_kDN,feature_DS,feature_DCP,feature_TD_P,feature_TD_U,feature_CL,feature_CLD,feature_MV,feature_CB,feature_N1,feature_N2,feature_LSC,feature_LSR,feature_Harmfulness,feature_Usefulness,feature_F1,feature_F2,feature_F3,feature_F4
0.0,0.2022900763358778,0.0,0.4,0.3333333333333333,0.0004814796954849543,0.0004814796954850653,0.0,0.6666666666666666,0.0,0.14477160786298982,0.7394789579158316,0.6973052200868943,0.0,0.8200000000000001,1.0,0.6747870676819524,0.8518851372236581,0.9826585371255082
0.0,0.2022900763358778,0.0,0.4,0.3333333333333333,0.0642541698186847,0.06425416981868476,0.0,0.6666666666666666,0.0,0.3372457850832886,0.9619238476953907,0.8440558017456188,0.0,0.9359999999999999,1.0,0.7519627991133677,0.835119716911979,0.9100287029641183
0.0,0.2022900763358778,0.0,0.4,0.3333333333333333,0.49725719323889606,0.49725719323889606,0.0,0.6666666666666666,0.0,0.3156558542207313,0.9719438877755511,0.8642123382561318,0.0,0.956,1.0,0.8235806103667661,0.8705736289143114,0.9601169346777635
0.0,0.0,0.0,0.6,0.5,0.07667769417345949,0.07667769417345954,0.0,0.6666666666666666,0.0,0.2619463457987955,0.9458917835671343,0.8185046434801068,0.0,0.924,1.0,0.6974061632000251,0.8683770653276582,0.9635676397276943
0.0,0.9618320610687023,0.07692307692307687,0.9,0.8333333333333334,0.40821425951685963,0.40821425951685963,0.0,0.6666666666666666,0.0,0.30426882186326143,0.9839679358717435,0.8700438938054309,0.0,0.964,1.0,0.7697860252497365,0.8467602833789944,0.9521054202549705
0.0,0.5992366412213741,0.008928571428571397,0.8,0.75,0.5471555430357491,0.5471555430357491,0.0,0.6666666666666666,0.0,0.33575683997276773,0.9759519038076152,0.8505956404805499,0.006,0.9319999999999999,1.0,0.7453777574350722,0.8533761833194179,0.9705998797161827
0.2,0.8816793893129771,0.0,0.5,0.4166666666666667,0.38853392725862945,0.38853392725862956,0.0,0.6666666666666666,0.2,0.414581516674537,0.9939879759519038,0.90448973009488,0.002,0.966,1.0,0.8176412687487238,0.8999223034243728,0.9831647420151562
0.6,0.767175572519084,0.0,0.7,0.5833333333333334,0.41407483136016743,0.4140748313601673,0.0,0.6666666666666666,0.0,0.3545813668872069,0.9979959919839679,0.9255173598205362,0.008,0.968,1.0,0.861396608308999,0.931644021524131,0.9986530434132279
0.0,0.2022900763358778,0.0,0.4,0.3333333333333333,1.0114023015761475e-06,1.0114023015206364e-06,0.0,0.6666666666666666,0.0,0.21459443226859964,0.7935871743486974,0.6319556035733052,0.0,0.908,0.6,0.6157353986263094,0.7663583827302018,0.9540999883232739
0.0,0.2022900763358778,0.0,0.4,0.3333333333333333,0.0005110342775535015,0.0005110342775533905,0.0,0.6666666666666666,0.0,0.2624757497071213,0.7935871743486974,0.6355541032711085,0.0,0.888,0.8,0.6652439155963034,0.7624223642424951,0.8894205964034916
0.0,0.2022900763358778,0.0,0.4,0.3333333333333333,0.014213876599498798,0.014213876599498687,0.0,0.6666666666666666,0.0,0.22585630927921785,0.7895791583166333,0.7567856768618123,0.0,0.778,1.0,0.7652380854348924,0.8660237230284473,0.9571010775823473
0.0,0.2022900763358778,0.0,0.4,0.3333333333333333,0.0017997732181527226,0.0017997732181527781,0.0,0.6666666666666666,0.0,0.13622048125489405,0.7755511022044088,0.6907881151102098,0.0,0.838,1.0,0.6899530590176847,0.7967389600450729,0.9415802246848536
0.2,0.8893129770992366,0.0,0.3,0.25,0.15772475343427694,0.15772475343427694,0.0,0.6666666666666666,0.5,0.39370975245190254,0.9959919839679359,0.9019967233521966,0.002,0.938,1.0,0.7829722711185546,0.8663119056275,0.9841581003106205
0.0,0.0,0.0,0.6,0.5,0.028079704572118946,0.028079704572119113,0.0,0.6666666666666666,0.0,0.16628399680034234,0.8517034068136272,0.735436336685323,0.0,0.916,0.8,0.6524830834059961,0.8323867712384041,0.9424817989716209
0.0,0.2022900763358778,0.0,0.4,0.3333333333333333,8.648605890648753e-05,8.648605890648753e-05,0.0,0.6666666666666666,0.0,0.15438472948413862,0.7314629258517034,0.662973233291394,0.0,0.834,1.0,0.6844937990439398,0.8164033141848686,0.9898595927557683
0.0,0.9274809160305344,0.0,0.5,0.4166666666666667,0.4655361657200091,0.4655361657200091,0.0,0.6666666666666666,0.0,0.31575577617855355,0.9438877755511021,0.7578311704619601,0.0,0.97,0.8,0.6408929517977221,0.8191943886580468,0.9211934486826362
0.0,0.2022900763358778,0.0,0.4,0.3333333333333333,0.06083333385570966,0.060833333855709715,0.0,0.6666666666666666,0.0,0.13671970274640866,0.8396793587174349,0.7618258945428269,0.0,0.868,1.0,0.7789948831972638,0.8473402538535387,0.9947071924693783
1.0,0.9389312977099237,0.0,0.5,0.4166666666666667,0.6309359027181918,0.6309359027181918,0.0,0.6666666666666666,1.0,0.5573235447488433,1.0,0.9137760404799011,0.006,0.984,1.0,0.8452599148637044,0.8978527480902067,0.997818330311679
0.0,0.8854961832061069,0.05128205128205132,0.3,0.4166666666666667,0.4513300454182938,0.4513300454182938,0.0,0.6666666666666666,0.0,0.32824483846153507,0.9879759519038076,0.8421504357796892,0.002,0.948,1.0,0.7480329442928946,0.8392726715699211,0.9495740301171295
0.0,0.2022900763358778,0.0,0.4,0.3333333333333333,0.041251156762709185,0.04125115676270913,0.0,0.6666666666666666,0.0,0.27777331238118397,0.7655310621242485,0.6412895522465986,0.0,0.908,0.8,0.6666666666666666,0.7638262951560912,0.9501361141845737
0.0,0.8854961832061069,0.05128205128205132,0.3,0.4166666666666667,0.4671418556469904,0.4671418556469904,0.0,0.6666666666666666,0.0,0.3160366410638161,0.9418837675350702,0.8066036524545283,0.002,0.954,1.0,0.7621078678907354,0.8281075042164648,0.9167536421671552
0.2,0.767175572519084,0.0,0.7,0.5833333333333334,0.23267740470186382,0.232677404701864,0.0,0.6666666666666666,0.0,0.4288237799436746,0.9959919839679359,0.9052967087843373,0.0,0.966,1.0,0.7418178066377376,0.862793124484311,0.9871035647806239
0.0,0.0,0.0,0.6,0.5,0.08336725794885702,0.08336725794885713,0.0,0.6666666666666666,0.0,0.43460685154546363,0.9899799599198397,0.8986256496922533,0.0,0.876,1.0,0.7158585143579501,0.8874644068677243,0.9833861132117169
