feature_kDN,feature_DS,feature_DCP,feature_TD_P,feature_TD_U,feature_CL,feature_CLD,feature_MV,feature_CB,feature_N1,feature_N2,feature_LSC,feature_LSR,feature_Harmfulness,feature_Usefulness,feature_F1,feature_F2,feature_F3,feature_F4
0.0,0.9540229885057472,0.4,0.3333333333333333,0.4,0.18184919571660818,0.18184919571660713,0.0,0.6666666666666666,0.0,0.4931423103995429,0.9879759519038076,0.3585166430892258,0.0,1.0,0.99,0.6413322665487693,0.8664394570842318,0.9988115933298385
0.0,0.5517241379310345,0.4019607843137255,0.8333333333333334,0.6666666666666666,0.01956512473933636,0.01956512473933919,0.0,0.6666666666666666,0.0,0.4737117520907358,0.9819639278557114,0.3799561284234628,0.0,0.99,0.99,0.6300638616534088,0.8763646140132149,0.9985252108318873
0.2,0.9770114942528736,0.1647727272727273,0.5,0.5333333333333333,0.215824315002628,0.21582431500262883,0.0,0.6666666666666666,0.3333333333333333,0.4747901006369618,0.9959919839679359,0.3715412328794161,0.014,0.968,0.99,0.6666666666666666,0.8944926277830146,0.9995544743505814
0.4,0.0,0.1647727272727273,0.5,0.4666666666666667,0.13463671765169538,0.13463671765169682,0.0,0.6666666666666666,0.1,0.4856765551088289,0.9939879759519038,0.4150873896026105,0.014,0.946,0.99,0.6666666666666666,0.8971822810017106,0.9943432901804504
0.0,0.3908045977011494,0.3497267759562842,1.0,0.9333333333333333,0.057757478002968154,0.057757478002967044,0.0,0.6666666666666666,0.3333333333333333,0.47784779177720804,0.9899799599198397,0.37447117015121834,0.006,0.986,1.0,0.692257684306634,0.8896654926751001,0.996687440457682
0.4,0.8505747126436781,0.6502732240437159,1.0,0.5333333333333333,0.9019734687755655,0.9019734687755634,0.0,0.6666666666666666,0.0,0.4904882947126855,0.9959919839679359,0.3971064768207877,0.0,0.994,1.0,0.7098959851729022,0.8873278406589917,0.9988153661043442
0.0,0.0,0.1647727272727273,0.5,0.4666666666666667,0.2420957489706913,0.2420957489706922,0.0,0.6666666666666666,0.0,0.4619852624563652,0.9879759519038076,0.3377864186245235,0.0,0.992,1.0,0.6990117249512707,0.8875906559154823,0.9984884838867858
0.0,0.735632183908046,0.33999999999999997,0.5,0.3333333333333333,0.27138705201106816,0.2713870520110714,0.0,0.6666666666666666,0.0,0.46723249174336245,0.9899799599198397,0.3673389348187873,0.0,0.998,0.99,0.6531694063456217,0.8608892475341876,0.99879672451152
0.4,0.9655172413793104,0.8682634730538922,1.0,0.6666666666666666,0.3257312002692444,0.32573120026924113,0.0,0.6666666666666666,0.0,0.4903554155380553,0.9939879759519038,0.39744751833857783,0.004,0.99,1.0,0.7109764328059281,0.885753941197221,0.9971502217364635
0.0,0.14942528735632188,0.13173652694610782,1.0,0.6,0.028565056407841682,0.02856505640783913,0.0,0.6666666666666666,0.0,0.4687132264686984,0.9739478957915831,0.33608209528790056,0.0,1.0,0.99,0.6654564541669731,0.8709154341450115,0.9977385863140102
0.0,0.6896551724137931,0.3497267759562842,1.0,0.7333333333333333,0.10693649828893459,0.10693649828893376,0.0,0.6666666666666666,0.0,0.46414767371372356,0.9859719438877755,0.32857889649920324,0.0,0.998,1.0,0.6906047942299954,0.8821860264541906,0.9995184650386881
0.2,0.14942528735632188,0.13173652694610782,1.0,0.6,0.025546232674475422,0.025546232674472757,0.0,0.6666666666666666,0.0,0.4957849603920782,0.9959919839679359,0.3792008988387906,0.0,0.998,0.99,0.6555869464042572,0.8719605880461523,0.9978647312014611
0.0,0.8505747126436781,0.6502732240437159,1.0,0.5333333333333333,0.4027949050699544,0.40279490506995674,0.0,0.6666666666666666,0.0,0.4806173787376642,0.9899799599198397,0.3750127878670739,0.002,0.98,1.0,0.712122068378937,0.8953385823686886,0.9991027344651161
0.2,0.5632183908045977,0.13173652694610782,1.0,0.6,0.01761004517020548,0.01761004517020187,0.0,0.6666666666666666,0.0,0.4870493700287628,0.9939879759519038,0.39347268882494724,0.002,0.996,0.99,0.6666666666666666,0.8965853319869859,0.9989845049985555
0.0,0.9425287356321839,0.4019607843137255,0.8333333333333334,0.7333333333333333,0.5132248146027228,0.5132248146027238,0.0,0.6666666666666666,0.0,0.48533082245973946,0.9859719438877755,0.3680608786655939,0.0,0.998,0.98,0.6666666666666666,0.8655051646680092,0.9999249013633918
0.2,0.9425287356321839,0.1636363636363637,0.8333333333333334,0.4666666666666667,0.5517262300380956,0.5517262300380945,0.0,0.6666666666666666,0.0,0.4841052083075329,0.9979959919839679,0.3893617046999269,0.0,1.0,0.96,0.6347594401505104,0.855754172276884,0.9982532283656511
0.8,0.896551724137931,0.6502732240437159,1.0,0.7333333333333333,0.9334904055134403,0.9334904055134374,0.0,0.6666666666666666,0.6666666666666666,0.49093832167292584,0.9979959919839679,0.3901328841581202,0.006,0.994,1.0,0.7030785109881184,0.892730839234317,0.9998761305375141
0.0,0.8045977011494253,0.052631578947368474,0.8333333333333334,0.4,0.0020506008827236855,0.0020506008827241295,0.0,0.6666666666666666,0.0,0.45784139431200455,0.9859719438877755,0.3228444267116005,0.0,0.998,1.0,0.6672988395940416,0.8585010177911595,0.9970314301151886
0.0,0.0,0.1647727272727273,0.5,0.4666666666666667,0.23600905997848576,0.23600905997848748,0.0,0.6666666666666666,0.0,0.46287747648756405,0.9819639278557114,0.3528740763638961,0.002,1.0,1.0,0.671712986715666,0.8761940085824232,0.9996185843829214
0.0,0.5632183908045977,0.13173652694610782,1.0,0.6,0.0003409067117088327,0.0003409067117107756,0.0,0.6666666666666666,0.0,0.4807754783619964,0.9719438877755511,0.3328184194039624,0.0,1.0,0.98,0.651757228313715,0.8700300528932766,0.9998569452942808
