feature_kDN,feature_DS,feature_DCP,feature_TD_P,feature_TD_U,feature_CL,feature_CLD,feature_MV,feature_CB,feature_N1,feature_N2,feature_LSC,feature_LSR,feature_Harmfulness,feature_Usefulness,feature_F1,feature_F2,feature_F3,feature_F4
0.6,1.0,0.8852459016393442,0.6666666666666666,0.47368421052631576,0.7784439896642443,0.7784439896642443,0.0,0.6653333333333333,1.0,0.5443767280337123,1.0,0.8390967525167232,0.0,1.0,1.0,0.7417064262509547,0.8467120115229132,0.9502499774606851
0.6,0.9761904761904762,0.75,0.6666666666666666,0.42105263157894735,0.7257632990308951,0.7257632990308951,0.0,0.6653333333333333,1.0,0.5758620957621121,1.0,0.788761676860768,0.0,1.0,1.0,0.7041954114815354,0.8630143021023209,0.9899179436541401
0.4,0.7857142857142857,0.7037037037037037,0.3333333333333333,0.42105263157894735,0.3613757414450157,0.3613757414450157,0.007968127490039834,0.668,0.0,0.48128837624311727,0.9979879275653923,0.7836006883901708,0.0,1.0,1.0,0.8268207520019883,0.8858633294033964,0.9560204894837737
0.6,0.7857142857142857,0.7037037037037037,0.3333333333333333,0.42105263157894735,0.8589558128776553,0.8589558128776553,0.007968127490039834,0.668,0.0,0.46561931797707334,0.9959758551307847,0.7570247632526588,0.002008032128514056,0.9979919678714859,1.0,0.7034394911883846,0.8348862564501289,0.9631010182272723
0.4,0.9523809523809523,0.7037037037037037,0.3333333333333333,0.8421052631578947,0.7430048301757585,0.7430048301757585,0.007968127490039834,0.668,1.0,0.5020214935460812,1.0,0.7788752606493893,0.0,1.0,1.0,0.7384077505164997,0.8569268600811919,0.9985259218336113
0.6,0.4285714285714286,0.16393442622950816,1.0,0.5789473684210527,0.5722532490816425,0.5722532490816428,0.007968127490039834,0.668,0.6666666666666666,0.5555541003453975,1.0,0.8695951098117807,0.006024096385542169,0.9959839357429718,1.0,0.8006882524932837,0.9131269645909388,0.9699089193177072
0.0,0.6190476190476191,0.303030303030303,0.3333333333333333,0.3684210526315789,0.4838617522464508,0.48386175224645084,0.0,0.6653333333333333,0.0,0.4112357825882762,0.9840319361277445,0.7876029698368616,0.0,0.9880478087649402,1.0,0.7992063233551391,0.9093271845964859,0.999238022436671
0.8,0.5,0.26315789473684215,0.3333333333333333,0.47368421052631576,0.5383000134502006,0.5383000134502007,0.007968127490039834,0.668,1.0,0.5122676901873895,1.0,0.8396692046304025,0.0,1.0,1.0,0.780684624600403,0.8937658337669061,0.997798713377658
1.0,0.9761904761904762,0.8301886792452831,0.6666666666666666,0.47368421052631576,0.701932643057642,0.701932643057642,0.0,0.6653333333333333,1.0,0.6079760644835785,1.0,0.8531974581914723,0.00796812749003984,1.0,1.0,0.737611679703296,0.8921887034502346,0.9851756667761024
0.8,0.8095238095238095,0.33333333333333337,0.6666666666666666,0.3684210526315789,0.8458727428550171,0.8458727428550172,0.007968127490039834,0.668,1.0,0.5601298888607041,1.0,0.8083633978589736,0.002008032128514056,1.0,0.9,0.6666666666666666,0.8192749610714595,0.9262447815220753
