feature_kDN,feature_DS,feature_DCP,feature_TD_P,feature_TD_U,feature_CL,feature_CLD,feature_MV,feature_CB,feature_N1,feature_N2,feature_LSC,feature_LSR,feature_Harmfulness,feature_Usefulness,feature_F1,feature_F2,feature_F3,feature_F4
0.0,0.7272727272727273,0.2873134328358209,0.5,0.7727272727272727,0.21354349897354874,0.21354349897354863,0.1412639405204461,0.6920000000000001,0.0,0.42704556215755085,0.9869848156182213,0.8741888269504733,0.0,0.9978354978354979,1.0,0.7580470115359624,0.8916849617006054,0.9869247794972529
0.6,0.7272727272727273,0.2873134328358209,0.5,0.45454545454545453,0.4265487973394193,0.4265487973394192,0.1412639405204461,0.6920000000000001,0.6,0.46855893589257913,0.9978308026030369,0.9232842628581959,0.004329004329004329,0.9913419913419913,1.0,0.7924850921041143,0.882324207468406,0.9463090210029494
0.4,0.9696969696969697,0.56,1.0,0.5454545454545454,0.5347114819066232,0.5347114819066231,0.0,0.6413333333333333,1.0,0.5396008120156239,1.0,0.8956707923588311,0.0055762081784386614,1.0,1.0,0.7962529197635307,0.8646540300935202,0.9861918883707026
0.2,0.7878787878787878,0.46875,0.75,0.36363636363636365,0.02656555378078096,0.02656555378078096,0.1412639405204461,0.6920000000000001,0.0,0.38528661538759024,0.9934924078091106,0.8557521773938678,0.0,0.9978354978354979,1.0,0.6926553536322775,0.7982309533328052,0.9884585160952218
0.0,0.7575757575757576,0.56,1.0,0.4090909090909091,0.5675945865231928,0.5675945865231928,0.0,0.6413333333333333,0.0,0.29636653850315675,0.9906890130353817,0.7697653981060676,0.0,0.9981412639405205,0.8,0.6619919240827918,0.8307427342679923,0.9002951906912489
0.2,0.9393939393939394,0.5547169811320755,0.75,0.36363636363636365,0.6505672296758929,0.6505672296758929,0.0,0.6413333333333333,0.3333333333333333,0.45372247901020557,0.9962756052141527,0.8936504746472496,0.0,0.9962825278810409,1.0,0.8153727290656408,0.8919060994298915,0.9612322464628138
0.4,0.9393939393939394,0.53125,0.75,0.18181818181818182,0.42041948512389193,0.420419485123892,0.0,0.6413333333333333,0.0,0.41106069742922136,0.994413407821229,0.888305274730839,0.0018587360594795538,0.9981412639405205,1.0,0.8027579410114861,0.8468409726375243,0.940144804639214
0.0,0.9696969696969697,0.20849420849420852,0.75,0.6363636363636364,0.2531401084568061,0.25314010845680623,0.0,0.6413333333333333,0.0,0.3617036429940017,0.9906890130353817,0.9044002402896482,0.0,0.9907063197026023,1.0,0.8063219055534968,0.88913627507816,0.932247959364283
0.2,0.8787878787878788,0.2873134328358209,0.5,0.7272727272727273,0.2950383857493043,0.2950383857493042,0.1412639405204461,0.6920000000000001,0.0,0.45670468829028865,0.9978308026030369,0.9275769398530881,0.0,0.9956709956709957,1.0,0.7910750502230277,0.8672529769472106,0.9817651537766676
1.0,0.9090909090909091,0.7915057915057915,0.75,0.5454545454545454,0.7665917298384932,0.7665917298384932,0.1412639405204461,0.6920000000000001,1.0,0.5808248506899704,1.0,0.8724405215805909,0.006493506493506494,1.0,1.0,0.7461986288787473,0.870860720894027,0.9944391261818705
0.0,0.5151515151515151,0.5547169811320755,0.75,0.4090909090909091,0.560261097481785,0.5602610974817848,0.0,0.6413333333333333,0.0,0.31466691725199114,0.9795158286778398,0.897648178747508,0.0018587360594795538,0.9888475836431226,1.0,0.855410418446236,0.8857838464543659,0.9192103588304592
0.4,0.8484848484848485,0.5547169811320755,0.75,0.22727272727272727,0.7077618567834625,0.7077618567834625,0.0,0.6413333333333333,0.0,0.46352571997418224,0.9962756052141527,0.8771626081967887,0.0,1.0,1.0,0.739506410323853,0.8974958615761599,0.9947264151612056
0.2,0.9393939393939394,0.5547169811320755,0.75,0.4090909090909091,0.46289441417870936,0.46289441417870925,0.0,0.6413333333333333,0.0,0.45173340717104504,0.9925512104283054,0.8669909205179651,0.0,0.9981412639405205,1.0,0.8222217835841901,0.8827161147488447,0.9905539326283647
0.2,0.9090909090909091,0.5547169811320755,0.75,0.6363636363636364,0.5170497094437656,0.5170497094437656,0.0,0.6413333333333333,0.5,0.5191370934260697,1.0,0.9231677703299197,0.0018587360594795538,0.9981412639405205,1.0,0.8275561846302798,0.9033140915100051,0.9719387622169487
0.2,0.8484848484848485,0.265625,0.75,0.4090909090909091,0.11538241917649406,0.115382419176494,0.0,0.6413333333333333,0.0,0.45125550985385965,0.994413407821229,0.8203130326368575,0.0,1.0,0.8,0.6576543045936043,0.8097564616811047,0.9258119959664253
0.2,0.12121212121212122,0.2873134328358209,0.5,0.3181818181818182,0.5373005973835583,0.5373005973835584,0.1412639405204461,0.6920000000000001,0.0,0.4971652407849969,0.9978308026030369,0.8832815205986119,0.0,1.0,1.0,0.7593430721848511,0.8481962413241412,0.8972358328353259
0.4,0.8181818181818181,0.43999999999999995,1.0,0.5,0.33340316980479945,0.33340316980479934,0.1412639405204461,0.6920000000000001,0.0,0.4501662300109335,0.9934924078091106,0.851466773691576,0.0,0.9956709956709957,1.0,0.699885465097107,0.8533710483295678,0.9830122189784342
