,x0,x1,x2,x3,x4,target
0,0.11906875448838652,-0.13515544406648314,-0.010526917848466667,0.10304275429753179,0.09830320009677809,1
1,-0.0059357466592036,-0.07133349224638977,0.004721950818640153,-0.14629118518998496,0.10659748636554466,1
2,0.1985939453138233,0.0018181245418372072,0.07613477885363029,-0.1361424988724019,0.15895820540140648,0
3,-0.05221514165916048,-0.24605887116346292,0.2724611595776703,0.4843362462447054,-0.162550587301129,1
4,0.052855582680992046,0.04763519775456764,0.16174868920930568,-0.3717316602662337,0.26470184862822216,0
5,0.1683482856866525,0.012640207504966984,-0.011890252950691306,0.054481641643268325,0.1466723899916289,0
6,-0.12959445836080472,-0.06972665213140106,-0.1284184891239821,-0.09781537183550468,-0.11383685995883806,0
7,0.015299336344336889,0.0843568689576592,0.2763066416892011,-0.0704470770177134,-0.017952682444798695,0
8,0.19650774004234464,-0.08610929532900631,0.1617136713359064,0.07420143730351675,0.1785886086172742,1
9,-0.06995026344627468,0.021912727662383724,0.3647354878510691,-0.21609530730205143,0.05319427203112586,1
10,0.0260595900317373,0.053525665667505544,-0.05550490097748433,-0.044452537845949686,0.19027706171455214,0
11,-0.0371020101446492,0.15379618401055756,-0.14090672102611818,0.1221753311343568,0.34658952929439113,0
12,-0.054413105361810966,-0.02361346752161102,-0.12759479844160052,-0.10320859315655972,-0.008648905915468408,0
13,-0.016292593104125074,0.1233650314744858,-0.12065713195418258,-0.029263853599341708,0.16370254206456633,0
14,-0.25889199192846263,0.2866476723250341,-0.21803777425390827,0.01840813165979871,-0.3980239064870299,0
15,0.10057183856114023,-0.1331503853117465,0.16510029523235115,-0.045939001754851085,-0.09983523792740215,1
16,0.20708701966504162,0.023880155281603057,0.0790373030332116,0.008108827384981854,0.4118977057502468,1
17,-0.2428727073277604,0.16704513272716792,0.09526436691118209,-0.15695381706806746,-0.19017509613201167,0
18,0.1814248044473662,0.006824887667574065,0.14436085434223625,-0.14631491534127258,0.004802163649030445,0
19,-0.12172510324896527,-0.055592382293421075,-0.0286100995366685,-0.15416708459631595,0.1444210157751625,0
20,-0.026614630248462934,0.1969061483491258,0.0577583712474173,0.039572427178685365,0.2569492147675607,1
21,0.1576418466786199,-0.08823537611183316,0.06291114988160669,-0.006987153852459228,0.15167792605403818,1
22,-0.21398597126788213,0.2864968574549792,0.10269912014142389,-0.04485820351708415,-0.004952079408267041,1
23,0.052677287552204244,-0.012657744894471268,0.06311041006720113,-0.28571097419118624,-0.02542739976030908,0
24,-0.1185023907974246,-0.07330919994535277,0.12741963354181857,-0.2570552037005216,-0.01830178902880214,0
25,-0.1337484298230089,0.047206073065676396,-0.07717541181384802,-0.12466040104058672,-0.29901672163551263,0
26,0.012897260017396751,-0.0370090945998824,0.019050768391142326,-0.1495003551152758,0.15211922619309695,0
27,0.24607277723311816,0.11186444485153545,0.04553210284306171,0.1459508974348994,0.1961199543419562,0
28,0.06815178699341004,0.09131815379584406,0.1259747633026364,-0.14180071330554642,0.08690639843535625,0
29,-0.24557782693239316,0.2647180964813347,0.10691798177114367,-0.08654676562828811,-0.2054131202865099,0
30,-0.17381582042775434,-0.03890092799630876,-0.0768523573037541,-0.1211440694723376,-0.03658978164007012,1
31,-0.04088287603093064,0.07635377419018796,-0.1750473602393139,-0.19689585755307745,0.08810576226076143,1
32,0.05214501678620717,0.07969634803521886,-0.09156463853834135,0.040606694298202434,0.23874381081457507,1
33,0.026440150366940363,0.145876398678589,0.3088376290057495,-0.029156224621616923,0.10916269286212335,1
34,-0.20054192731049653,0.010333330852154177,-0.17421371645309625,-0.16110036205064873,-0.23192596669103882,0
35,0.0892693635036449,0.05578302688590267,0.08040694161440183,-0.019361406172346763,0.14770654246243917,0
36,0.1281326822103986,0.14629130945666222,0.11247799778627432,0.05140887473149765,0.20259602989515743,0
37,-0.06163388420055818,0.17619240263519986,0.4185036094715285,-0.10919842155854127,0.07963358871997435,0
38,0.12332956298806359,-0.11004385833358926,0.1198314389873436,0.33739087381853167,0.11711209063960243,0
39,0.46056686321623935,0.15426836840051353,0.3262357708235703,0.04677876998897093,0.05149705848208053,1
40,0.07877654040308582,0.05878814622784992,-0.17000183833919136,-0.14392569566151073,0.09779855148453886,0
41,-0.1450538340170452,0.02580181681388162,0.002304491156230615,-0.18613764661461096,0.3273147223484408,1
42,0.01991581547299084,-0.12220254949704985,0.03579681433917369,0.27631365786733947,0.09998170961100765,1
43,-0.27499747150084364,-0.20666050033513597,-0.11209132721521703,-0.16779363878766837,-0.009009912024783363,1
44,0.01652066708645955,0.07288756523157357,-0.030368821405683935,-0.258004570762776,0.05082122333106931,0
45,0.3396110480846259,0.08646458788450206,0.41223794544261705,-0.07965278526690013,-0.0578701583259458,0
46,0.2438778749857573,0.05149412599004593,0.2257290595337228,-0.1450807308956195,-0.01624927474166844,0
