,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,target
0,-0.24201612799343541,-0.39481961318338965,-0.02794330089111835,-0.027823176043262357,-0.11131328744178487,0.3740882863943824,-0.09112709801733447,-0.22659217430686018,0.19825934320574393,0.36440681273066655,1
1,-0.08983661347286191,0.18927417284353798,0.28512858582154477,-0.3382221736761738,0.18733934206487535,0.3153616479501836,0.051893628347734616,-0.14499615255954623,0.027987594787522475,-0.16453467796735294,1
2,0.17817199479912246,-0.05950301912849572,-0.07610437415564149,-0.26322619561560495,0.09310346408781618,-0.055028848548851574,0.07053524566987293,-0.2972644681202751,-0.01686255127558216,-0.14459780215770487,0
3,0.321013797958359,-0.26262278190749766,-0.045146495373934274,-0.4375092706062021,0.17171425367381934,0.2852664889426767,-0.037430689588093105,-0.3354038652449494,0.018283812864737816,0.3297664992888585,0
4,-0.14002207350065363,-0.04372660411745391,-0.04462000227021497,-0.1113095147946805,0.115941897967897,-0.13392683912403297,-0.1020316161431129,0.2265333952633129,0.10282858696539994,0.03598562678559907,1
5,0.39499341836255963,0.16513695378952398,-0.08047432005477742,-0.26185951927693657,-0.5070597629917502,-0.1571176335596988,-0.14353732088274082,-0.22561211960183902,0.20762746783350644,0.17579869500007828,0
6,-0.06908749686126672,0.1265364294241735,-0.4349118279488156,-0.18895332380240554,-0.00784314061529634,-0.09017293070557833,-0.07998465858250875,-0.3338995920487562,0.22634172047520107,0.16186892144987752,1
7,-0.2182062251670976,-0.12194582302509174,-0.07677870902155942,-0.12595044595269148,-0.01387500552876948,-0.1567290844619357,0.014237749103776754,0.13544904395852655,0.4312270125448112,-0.12284383393438714,0
8,-0.04900205468316552,-0.2618504839404127,-0.08507672389675555,-0.24513621787555065,-0.12017056245021218,-0.17804048205302384,-0.3882799740484528,0.21617403307061256,0.08088580045317786,0.3281528460224977,0
9,-0.25724719263932627,-0.051523784672426576,0.15031180398174976,0.09315180991886927,0.14077412311793056,-0.31627878753408056,-0.1942123323130149,0.2140141062129385,0.16920192681578894,-0.16097541932252055,1
10,-0.17338760445927437,0.0874361617824167,-0.1863629435339118,0.07501628163796799,0.2489340797098799,-0.021815399583951612,-0.023682042148946106,0.107594811421166,-0.025240370888087393,0.029472438361684474,1
11,-0.3153525611694747,-0.11817391548155783,-0.11756701108240503,0.19057295183572737,0.3497296241298335,-0.14909410948644708,-0.18663851872979065,0.1740744210479479,-0.13645016969328547,-0.2427890728561608,1
12,-0.12495228835952368,-0.059618386884510204,-0.07282279340759071,-0.14970928966436112,0.14082084326957717,-0.036045003497210584,-0.05916017884780041,0.14708480797171203,-0.060396751448754275,0.04166277151522227,0
13,0.29762437037677775,-0.1817713281718849,0.01537962480511298,0.22359405073187136,0.30984941065061844,0.09997952562553464,0.4202620690005537,-0.2422051862968999,0.06358646161155679,-0.09362290742729654,0
14,-0.3081615937074864,-0.060242087713342544,-0.2402700189834852,-0.14417789621195898,-0.23092648345579764,-0.23894012262247513,-0.26394671873424436,-0.11379282908397191,0.20028960101205426,0.0005885794407358481,0
